nro_solicitud,periodo,categoria,prestacion,tipo,fecha_ingreso,hora_ingreso,distrito,urbanizacion,via,numero,referencia,canal,latitud,longitud,genero,estado
00000129/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-07,15:47:01,Puente Piedra,Jerusalén,Av. Sangarará,2602,,Facebook,-11.83651,-77.095491,F,Cerrado
00000130/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-07,16:01:11,Chorrillos,San Genaro,Av. Defensores del Morro,3432,,Línea telefónica,-12.178678,-77.023391,M,Cerrado
00000131/23,202301,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-01-07,16:41:07,Puente Piedra,Jerusalén,Ca. Los Jazmines,866,,X,-11.883332,-77.075691,F,Cerrado
00000132/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-07,17:57:33,Ate,Valdiviezo,Av. La Molina,1951,,Facebook,-11.986856,-76.956039,M,Cerrado
00000133/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-07,20:21:29,San Martín de Porres,Infantas,Av. Universitaria,4726,,Facebook,-11.996477,-77.081393,M,Cerrado
00000134/23,202301,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-01-08,09:19:58,Rímac,Flor de Amancaes,Jr. Trujillo,5265,,Facebook,-12.024755,-77.01665,M,Cerrado
00000135/23,202301,Limpieza Pública,"Desratizar, desinsectar y desinfectar en vía pública",Solicitud,2023-01-08,09:40:30,San Juan de Lurigancho,Campoy,Av. Fernando Wiesse,1951,,X,-12.011434,-77.046823,M,Cerrado
00000136/23,202301,Áreas Verdes,Árbol con enfermedades,Denuncia,2023-01-08,10:42:45,Santiago de Surco,Sagitario,Av. Tomás Marsano,620,,Facebook,-12.12334,-76.982087,M,Cerrado
00000137/23,202301,Limpieza Pública,Recolección de residuos fuera del contenedor,Solicitud,2023-01-08,11:54:05,Ate,Ceres,Av. La Molina,2045,,Línea telefónica,-11.991944,-76.935301,F,Cerrado
00000138/23,202301,Limpieza Pública,Instalación de Campana Verde,Denuncia,2023-01-08,13:53:41,Jesús María,San José,Av. Gregorio Escobedo,4907,,X,-12.068345,-77.045468,M,Cerrado
00000139/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-08,17:33:01,Ate,Mayorazgo,Av. La Molina,2598,,Facebook,-12.063754,-76.901734,M,Cerrado
00000140/23,202301,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-01-08,21:34:00,Breña,Chacra Colorada,Av. Bolivia,3140,,Facebook,-12.053025,-77.044881,F,Cerrado
00000141/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-09,08:11:21,Surquillo,Casas Huertas,Ca. Dante,1647,,X,-12.108913,-77.004694,F,Cerrado
00000142/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-09,08:43:16,Carabayllo,San Pedro de Carabayllo,Ca. Los Geranios,3692,,Facebook,-11.835477,-77.040252,F,Cerrado
00000143/23,202301,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-01-09,09:32:31,Villa María del Triunfo,Nueva Esperanza,Av. Pachacútec,6997,,Línea telefónica,-12.142147,-76.907591,F,Cerrado
00000144/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-09,11:29:54,Cercado de Lima,Santa Beatriz,Av. Argentina,4718,,Línea telefónica,-12.035053,-77.037159,F,Cerrado
00000145/23,202301,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-01-09,13:04:35,Ate,Huaycán,Av. Metropolitana,430,,X,-12.055506,-76.919632,F,Cerrado
00000146/23,202301,Áreas Verdes,Plantación de árbol,Solicitud,2023-01-09,13:48:49,Comas,San Felipe,Ca. Los Incas,1685,,Línea telefónica,-11.950122,-77.064809,M,Cerrado
00000147/23,202301,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-01-09,14:10:13,Jesús María,Jardines de San Felipe,Jr. Huiracocha,1738,,X,-12.072862,-77.058257,F,Cerrado
00000148/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-09,14:32:55,Ate,Santa Clara,Av. Metropolitana,1534,,Línea telefónica,-12.05504,-76.882485,F,Cerrado
00000149/23,202301,Áreas Verdes,Plantación de árbol,Solicitud,2023-01-09,15:05:34,Independencia,Tahuantinsuyo,Av. Túpac Amaru,3218,,X,-11.970392,-77.058167,M,Cerrado
00000150/23,202301,Limpieza Pública,"Desratizar, desinsectar y desinfectar en vía pública",Solicitud,2023-01-09,15:31:51,Surquillo,Barrio Médico,Ca. Dante,47,,Facebook,-12.108667,-77.008629,F,Cerrado
00000151/23,202301,Limpieza Pública,"Desratizar, desinsectar y desinfectar en vía pública",Solicitud,2023-01-09,16:57:07,Chorrillos,Matellini,Av. Defensores del Morro,3609,,Facebook,-12.163274,-76.999891,F,Cerrado
00000152/23,202301,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-01-09,17:30:37,Lurigancho-Chosica,Jicamarca,Av. Lima Sur,3910,,X,-11.902961,-76.747481,M,Cerrado
00000153/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-09,17:49:14,San Martín de Porres,Infantas,Av. Tomás Valle,5287,,Línea telefónica,-12.027851,-77.061054,F,Cerrado
00000154/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-09,18:40:57,El Agustino,Santoyo,Av. Ferrocarril,4916,,Facebook,-12.053196,-76.991642,M,Cerrado
00000155/23,202301,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-01-09,18:52:35,Los Olivos,Parque Naranjal,Av. Universitaria,3217,,X,-11.975035,-77.068134,F,Cerrado
00000156/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-09,19:16:49,San Juan de Lurigancho,Caja de Agua,Jr. Los Amautas,60,,Facebook,-11.966485,-76.99296,M,Cerrado
00000157/23,202301,Áreas Verdes,Extracción de árbol,Solicitud,2023-01-09,19:19:09,Puente Piedra,La Ensenada,Av. Puente Piedra,821,,Facebook,-11.830297,-77.066997,F,Cerrado
00000158/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-09,19:34:00,San Juan de Lurigancho,Caja de Agua,Av. Canto Grande,60,,Facebook,-11.967585,-76.952086,M,Cerrado
00000159/23,202301,Tránsito/Transporte,Remoción de vehículo abandonado,Solicitud,2023-01-09,21:27:42,San Martín de Porres,Naranjal,Av. José Granda,3031,,X,-12.008134,-77.06468,M,Cerrado
00000160/23,202301,Limpieza Pública,Reposición de contenedor,Solicitud,2023-01-09,23:49:43,San Juan de Lurigancho,Canto Grande,Av. Canto Grande,2850,,X,-11.973687,-77.034882,F,Cerrado
00000161/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-10,01:11:53,San Miguel,Maranga,Av. La Marina,240,,Facebook,-12.068175,-77.090725,F,Cerrado
00000162/23,202301,Tránsito/Transporte,Reparación de bache en pista,Solicitud,2023-01-10,06:37:01,Ate,Mayorazgo,Av. José Carlos Mariátegui,812,,Facebook,-12.044219,-76.958132,M,Cerrado
00000163/23,202301,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-01-10,08:09:15,San Juan de Lurigancho,Campoy,Av. Gran Chimú,2230,,Línea telefónica,-11.933324,-76.98255,F,Cerrado
00000164/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-10,08:58:32,Lurín,Julio C. Tello,Antigua Panamericana Sur,375,,X,-12.301403,-76.862262,M,Cerrado
00000165/23,202301,Limpieza Pública,Lavado de contenedor,Solicitud,2023-01-10,09:02:14,Chorrillos,San Genaro,Av. Guardia Civil,115,,Facebook,-12.165353,-77.035552,M,Cerrado
00000166/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-10,10:43:50,Comas,Año Nuevo,Av. Túpac Amaru,3035,,Línea telefónica,-11.901744,-77.062209,F,Cerrado
00000167/23,202301,Limpieza Pública,Retiro de animales muertos en vía pública,Solicitud,2023-01-10,11:07:33,San Martín de Porres,Palao,Av. Canta Callao,2609,,Línea telefónica,-12.008327,-77.0926,F,Cerrado
00000168/23,202301,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-01-10,11:16:53,Carabayllo,Torre Blanca,Ca. Los Geranios,3803,,Línea telefónica,-11.827719,-77.011956,M,Cerrado
00000169/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-10,11:21:53,Lurín,Huertos de Lurín,Av. San Pedro,1250,,Facebook,-12.306964,-76.861831,F,Cerrado
00000170/23,202301,Limpieza Pública,Reparación de tacho de basura,Solicitud,2023-01-10,12:06:47,Carabayllo,Torre Blanca,Av. San Felipe,2593,,Facebook,-11.888166,-77.017776,M,Cerrado
00000171/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-10,12:21:29,Villa María del Triunfo,Nueva Esperanza,Av. Salvador Allende,3547,,X,-12.18711,-76.932426,M,Cerrado
00000172/23,202301,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-01-10,12:39:01,Santiago de Surco,La Capullana,Av. Ayacucho,732,,Línea telefónica,-12.123366,-76.987891,F,Cerrado
00000173/23,202301,Otros,Construcción sin permiso o sin cartel reglamentario con código QR,Denuncia,2023-01-10,13:09:34,San Juan de Lurigancho,Caja de Agua,Av. Próceres de la Independencia,3386,,X,-11.983196,-76.994088,M,Cerrado
00000174/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-10,14:07:04,Comas,La Pascana,Av. Túpac Amaru,321,,Facebook,-11.926964,-77.022077,F,Cerrado
00000175/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-10,14:33:18,Lurigancho-Chosica,Ñaña,Av. Lima Sur,48,,Línea telefónica,-11.958769,-76.738283,F,Cerrado
00000176/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-10,14:33:40,Ate,Santa Clara,Av. José Carlos Mariátegui,3032,,Facebook,-12.007174,-76.958736,M,Cerrado
00000177/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-10,15:04:41,Ate,Santa Clara,Av. José Carlos Mariátegui,855,,X,-12.022964,-76.916373,M,Cerrado
00000178/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-10,15:31:40,Comas,La Pascana,Av. Micaela Bastidas,cdra. 8,espalda del centro de salud,Facebook,-11.95295,-77.077677,F,Cerrado
00000179/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-10,15:32:53,Carabayllo,Santa Isabel,Av. Camino Real de Carabayllo,450,,Facebook,-11.816372,-77.02563,M,Cerrado
00000180/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-10,15:52:37,La Molina,Santa Patricia,Av. Raúl Ferrero,60,,Facebook,-12.05628,-76.928074,M,Cerrado
00000181/23,202301,Otros,Consulta técnica sobre trámite de Registro de Emisiones de Fuentes Fijas (REF) - Permisos de vuelcos de efluentes líquidos,Solicitud,2023-01-10,16:36:24,San Juan de Lurigancho,Campoy,Av. Gran Chimú,1886,,Facebook,-11.983527,-77.03454,M,Cerrado
00000182/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-10,16:56:01,Puente Piedra,Jerusalén,Panamericana Norte,971,,Facebook,-11.879185,-77.076858,F,Cerrado
00000183/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-10,17:25:12,Comas,Año Nuevo,Av. Túpac Amaru,894,,X,-11.922519,-77.03536,F,Cerrado
00000184/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-10,18:47:14,San Miguel,Maranga,Av. Rafael Escardó,6437,,Línea telefónica,-12.070532,-77.097218,F,Cerrado
00000185/23,202301,Áreas Verdes,Poda de árbol/despeje de luminaria o semáforo,Solicitud,2023-01-10,19:23:22,Lurigancho-Chosica,Ñaña,Ca. Trujillo Norte,3099,,X,-11.969728,-76.712488,F,Cerrado
00000186/23,202301,Seguridad Ciudadana (Serenazgo),Mayor presencia policial,Solicitud,2023-01-10,19:27:16,San Juan de Lurigancho,Zárate,Av. Canto Grande,1560,,Facebook,-11.981261,-77.032155,F,Cerrado
00000187/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-10,20:15:44,Pueblo Libre,Las Brisas,Av. La Marina,3200,,Facebook,-12.071631,-77.067553,F,Cerrado
00000188/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-10,20:38:36,Ate,Valdiviezo,Av. Metropolitana,2655,,Línea telefónica,-12.01839,-76.953768,F,Cerrado
00000189/23,202301,Limpieza Pública,Reparación de contenedor,Solicitud,2023-01-10,22:19:45,San Juan de Miraflores,San Juanito,Av. César Canevaro,4240,,X,-12.169639,-76.961195,F,Cerrado
00000190/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-11,10:05:54,San Juan de Lurigancho,Canto Grande,Av. El Sol de Zárate,2387,,X,-11.941079,-77.013533,F,Cerrado
00000191/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-11,11:32:21,Lurigancho-Chosica,Chosica Centro,Av. Las Torres,3197,,Facebook,-11.934701,-76.728843,M,Cerrado
00000192/23,202301,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-01-11,11:39:55,San Juan de Lurigancho,Caja de Agua,Av. Canto Grande,2075,,Presencial,-12.017207,-76.964762,F,Cerrado
00000193/23,202301,Limpieza Pública,Instalación de Campana Verde,Denuncia,2023-01-11,12:04:08,Cercado de Lima,Santa Beatriz,Av. Nicolás de Piérola,2330,,Línea telefónica,-12.043368,-77.028578,F,Cerrado
00000194/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-11,14:21:05,El Agustino,Villa Hermosa,Av. Plácido Jiménez,3681,,Línea telefónica,-12.050349,-76.985669,F,Cerrado
00000195/23,202301,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-01-11,15:30:34,Comas,Santa Luzmila,Av. Belaunde,756,,X,-11.914197,-77.037551,M,Cerrado
00000196/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-11,15:54:03,Comas,Santa Luzmila,Ca. Los Incas,2160,,Facebook,-11.936213,-77.029149,M,Cerrado
00000197/23,202301,Limpieza Pública,Reubicación de contenedor,Solicitud,2023-01-11,16:04:20,Puente Piedra,Jerusalén,Av. Puente Piedra,3734,,Línea telefónica,-11.841806,-77.087837,F,Cerrado
00000198/23,202301,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-01-11,19:42:40,Villa María del Triunfo,San Francisco de la Tablada,Av. El Triunfo,3838,,Facebook,-12.179818,-76.956672,F,Cerrado
00000199/23,202301,Seguridad Ciudadana (Serenazgo),Cuidacoches (Trapitos),Denuncia,2023-01-11,21:46:49,Independencia,Payet,Av. Los Pinos,1839,,X,-11.979196,-77.065987,F,Derivado
00000200/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-11,21:48:28,San Juan de Lurigancho,Mangomarca,Av. El Sol de Zárate,2996,,X,-11.943487,-76.979153,F,Cerrado
00000201/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-12,09:24:15,Villa María del Triunfo,San Francisco de la Tablada,Av. Salvador Allende,411,,X,-12.130237,-76.943307,M,Cerrado
00000202/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-12,10:01:21,San Juan de Miraflores,Pamplona Baja,Av. Pedro Miotta,1955,,Facebook,-12.156118,-76.959201,F,Cerrado
00000203/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-12,11:50:18,San Martín de Porres,Naranjal,Jr. Huandoy,cdra. 29,cerca a la comisaría del sector,X,-11.998935,-77.083945,M,Cerrado
00000204/23,202301,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-01-12,12:46:23,San Martín de Porres,Fiori,Av. Perú,3769,,Línea telefónica,-11.994326,-77.105195,F,Cerrado
00000205/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-12,12:49:38,Independencia,Los Pinos,Av. Túpac Amaru,1947,,X,-11.974476,-77.054779,F,Cerrado
00000206/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-12,13:32:05,Santiago de Surco,Valle Hermoso,Av. Tomás Marsano,3762,,Facebook,-12.143279,-76.997107,F,Cerrado
00000207/23,202301,Otros,Pintura sobre grafitis,Solicitud,2023-01-12,15:11:42,La Victoria,Apolo,Av. México,700,,Presencial,-12.054381,-77.025111,F,Cerrado
00000208/23,202301,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-01-12,15:53:44,Independencia,Tahuantinsuyo,Av. Chinchaysuyo,2927,,Facebook,-12.00763,-77.06942,M,Cerrado
00000209/23,202301,Alumbrado Público,Reparación de luminaria apagada durante la noche,Solicitud,2023-01-12,16:06:58,La Victoria,Apolo,Av. México,670,,Facebook,-12.073479,-77.027207,M,Cerrado
00000210/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-12,16:32:53,Comas,Collique,Ca. Los Incas,4291,,Línea telefónica,-11.914233,-77.049322,F,Cerrado
00000211/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-12,17:07:28,Puente Piedra,La Ensenada,Av. San Juan de Dios,1164,,Facebook,-11.883406,-77.051169,F,Cerrado
00000212/23,202301,Limpieza Pública,Mejora de barrido,Reclamo,2023-01-12,17:31:58,Los Olivos,Mercurio,Av. Las Palmeras,1972,,X,-11.967829,-77.055371,M,Cerrado
00000213/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-12,17:35:07,Ate,Huaycán,Av. La Molina,1702,,X,-12.063013,-76.9484,F,Cerrado
00000214/23,202301,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-01-12,17:42:30,Lurigancho-Chosica,Carapongo,Av. Lima Sur,2484,,Línea telefónica,-11.981357,-76.657555,F,Cerrado
00000215/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-12,18:19:59,San Juan de Lurigancho,Caja de Agua,Av. El Sol de Zárate,2082,,X,-12.027045,-77.014459,F,Cerrado
00000216/23,202301,Ruido/Contaminación sonora,Ruidos molestos y vibraciones,Denuncia,2023-01-12,18:28:36,Carabayllo,Lucyana,Av. San Felipe,201,,X,-11.859942,-76.997359,F,Cerrado
00000217/23,202301,Áreas Verdes,Problemas con intervenciones de arbolado,Reclamo,2023-01-12,18:38:16,Pueblo Libre,Bolívar,Ca. Los Libertadores,720,,Facebook,-12.065702,-77.056037,M,En proceso
00000218/23,202301,Limpieza Pública,Retiro de restos de poda o jardinería domiciliaria,Solicitud,2023-01-12,19:21:10,Pueblo Libre,Bolívar,Jr. Manco Segundo,1901,,Facebook,-12.074417,-77.066214,F,Cerrado
00000219/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-12,20:14:11,Los Olivos,Mercurio,Av. Carlos Izaguirre,7460,,X,-11.974384,-77.053159,M,Cerrado
00000220/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-12,21:32:12,Comas,El Retablo,Av. Belaunde,2458,,X,-11.903493,-77.05292,F,Cerrado
00000221/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-12,22:20:56,Villa El Salvador,Oasis de Villa,Av. Revolución,476,,Facebook,-12.222637,-76.955836,M,Cerrado
00000222/23,202301,Tránsito/Transporte,Reparación de bache - Socavamiento,Solicitud,2023-01-12,23:00:33,Santa Anita,Cooperativa Universal,Av. Los Ruiseñores,1254,,X,-12.031757,-76.967031,F,Cerrado
00000223/23,202301,Tránsito/Transporte,Vehículo mal estacionado,Denuncia,2023-01-13,08:03:38,Lurigancho-Chosica,Carapongo,Av. Lima Sur,1138,,Facebook,-11.940437,-76.736169,M,Cerrado
00000224/23,202301,Limpieza Pública,Retiro de muebles y electrodomésticos en desuso,Solicitud,2023-01-13,09:22:37,Miraflores,La Paz,Ca. Berlín,582,,Facebook,-12.131752,-77.023055,M,Cerrado
00000225/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-13,09:50:14,Carabayllo,Santa Isabel,Ca. Los Geranios,1910,,Línea telefónica,-11.880927,-77.010031,F,Cerrado
00000226/23,202301,Tránsito/Transporte,Reparación de vereda por raíces de árbol que producen roturas,Solicitud,2023-01-13,10:25:50,Lurigancho-Chosica,Santa María,Jr. Arequipa,3268,,Facebook,-11.931232,-76.690555,F,Cerrado
00000227/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-13,10:27:57,Comas,San Felipe,Av. Túpac Amaru,3930,,Facebook,-11.933972,-77.061132,F,Cerrado
00000228/23,202301,Limpieza Pública,Retiro de escombros/restos de obra,Solicitud,2023-01-13,10:51:14,San Juan de Lurigancho,Campoy,Av. Próceres de la Independencia,3652,,Línea telefónica,-12.016011,-76.9665,F,Cerrado
00000229/23,202301,Tránsito/Transporte,Reparación de vereda,Solicitud,2023-01-13,11:06:32,Cercado de Lima,Palomino,Jr. Camaná,1426,,X,-12.057318,-77.029182,M,Cerrado
